timestamp,title,price,original_price,shipping,item_url
2026-03-10 11:24:26,N/A,US $80.65,N/A,Free shipping,https://www.ebay.com/itm/167874394207?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456
2026-03-10 11:24:26,N/A,US $170.00,N/A,Free shipping,https://www.ebay.com/itm/286876573624?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472
2026-03-10 11:24:26,N/A,US $103.18,N/A,N/A,https://www.ebay.com/itm/127642825694?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472
2026-03-10 11:24:26,N/A,US $329.00,N/A,N/A,https://www.ebay.com/itm/365165355636?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472
2026-03-10 11:24:26,N/A,US $179.00,N/A,N/A,https://www.ebay.com/itm/236490545411?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472
2026-03-10 11:24:26,N/A,US $173.00,N/A,Free shipping,https://www.ebay.com/itm/397396766865?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460
2026-03-10 11:24:26,N/A,US $67.83,N/A,N/A,https://www.ebay.com/itm/155521712745?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460
2026-03-10 11:24:26,N/A,US $626.98,N/A,Free shipping,https://www.ebay.com/itm/205739896580?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460
2026-03-10 11:24:27,N/A,US $95.99,N/A,N/A,https://www.ebay.com/itm/236581150126?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460
2026-03-10 11:24:27,N/A,US $168.10,N/A,N/A,https://www.ebay.com/itm/406650588027?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476
2026-03-10 11:24:27,N/A,US $707.19,N/A,N/A,https://www.ebay.com/itm/115631149863?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476
2026-03-10 11:24:27,N/A,US $39.99,N/A,N/A,https://www.ebay.com/itm/183295908583?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476
2026-03-10 11:24:27,N/A,US $167.20,US $311.25,N/A,https://www.ebay.com/itm/187782830629?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476
2026-03-10 11:24:27,N/A,US $49.95,N/A,N/A,https://www.ebay.com/itm/146862567086?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488
2026-03-10 11:24:27,N/A,US $239.99,N/A,N/A,https://www.ebay.com/itm/400279054316?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488
2026-03-10 11:24:27,N/A,US $173.00,N/A,Free shipping,https://www.ebay.com/itm/397396766865?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488
2026-03-10 11:24:27,N/A,US $21.38,N/A,N/A,https://www.ebay.com/itm/227192792255?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488
2026-03-10 11:24:27,N/A,US $37.50,N/A,N/A,https://www.ebay.com/itm/315731882693?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458
2026-03-10 11:24:28,N/A,US $10.95,US $29.95,Free shipping,https://www.ebay.com/itm/406697763087?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458
2026-03-10 11:24:28,N/A,US $28.97,N/A,N/A,https://www.ebay.com/itm/226789673662?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458
2026-03-10 11:24:28,N/A,US $32.31,N/A,N/A,https://www.ebay.com/itm/177756927146?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458
2026-03-10 11:24:28,N/A,US $32.76,N/A,Free shipping,https://www.ebay.com/itm/276811915890?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478
2026-03-10 11:24:28,N/A,US $29.95,N/A,N/A,https://www.ebay.com/itm/393249388050?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478
2026-03-10 11:24:28,N/A,US $34.99,N/A,Free shipping,https://www.ebay.com/itm/365767928771?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478
2026-03-10 11:24:28,N/A,US $22.00,N/A,N/A,https://www.ebay.com/itm/325237619580?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478
2026-03-10 11:24:28,N/A,US $150.71,N/A,N/A,https://www.ebay.com/itm/406320589171?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466
2026-03-10 11:24:29,N/A,US $19.85,N/A,N/A,https://www.ebay.com/itm/402858625163?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466
2026-03-10 11:24:29,N/A,US $21.43,N/A,Free shipping,https://www.ebay.com/itm/297426809196?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466
2026-03-10 11:24:29,N/A,US $171.58,N/A,Free shipping,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466
2026-03-10 11:24:29,N/A,"US $1,150.00",N/A,Free shipping,https://www.ebay.com/itm/375738596768?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490
2026-03-10 11:24:29,N/A,US $137.96,N/A,N/A,https://www.ebay.com/itm/404432513521?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490
2026-03-10 11:24:29,N/A,US $156.51,N/A,Free shipping,https://www.ebay.com/itm/187941663870?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490
2026-03-10 11:24:30,N/A,US $139.12,N/A,N/A,https://www.ebay.com/itm/365666689641?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490
